ProductID,RetailerID,Name,MainCategory,SubCategory,Price,SKU,CreatedAt
53,82,DreamAuro Pet Pill Dispenser  Tablet Shooter with Soft Silicone Tip  Medicine Feeding Dispenser Pill Pusher Water Dropper ...,pet supplies,Dog supplies,2.38,SKU4744,2024-08-11 16:27:32.367940
54,80,Clara Certified Turquoise Line (Firoza) 3cts or 3.25ratti Elegant Silver Ring for Men and Women,accessories,Jewellery,42.36,SKU2082,2024-08-11 16:27:32.748485
55,18,Bumtum Super Soft Open Tape Diapers with Upto 12 Hrs Protection  Breathable Material (New Born  32 Pieces),toys & baby products,Diapers,7.19,SKU8220,2024-08-11 16:27:32.786305
56,76,Freshee 18m New Disposable Aluminium Silver Kitchen Foil Roll  Pack of 4  11 Micron Thick Food wrap Silver Foil Roll,beauty & health,Household Supplies,10.61,SKU9453,2024-08-11 16:27:32.820213
57,35,Earth Rated Memory Foam Pillow Orthopedic Pillow for Neck Pain Cervical Contour Memory Foam Pillow Orthopedic Pillow for N...,home & kitchen,All Home & Kitchen,17.99,SKU3827,2024-08-11 16:27:32.857134
58,29,Faces Canada Hydro Makeup Remover 100 ml,beauty & health,Beauty & Grooming,5.75,SKU6568,2024-08-11 16:27:32.904017
59,8,BIJJAN ACCESSORIES HERO MAESTRO HEADLIGHT VISOR WITH GLASS (WHITE),car & motorbike,Motorbike Accessories & Parts,17.99,SKU4212,2024-08-11 16:27:32.934934
60,71,HOUSE OF VIPA 360° Rotating Organizer Tray Multi- Function Rotating Tray/Kitchen Organizer/Cosmetics Organize,home & kitchen,Kitchen & Dining,10.79,SKU2283,2024-08-11 16:27:32.964855
61,100,PROERA Kids School Bag Soft Plush Backpack Cartoon Toy  Children's Gifts Boy Girl/Baby/ Decor School Bag for Kids,kids' fashion,School Bags,17.99,SKU3609,2024-08-11 16:27:33.017711
62,59,GARDENIFY INDIA DARK GREEN CUCUMBER SEEDS (100 SEEDS/PACKET),home & kitchen,Garden & Outdoors,3.59,SKU7672,2024-08-11 16:27:33.044616
63,63,Finethreads' Blue Embroidered Jumpsuit (X-Large),stores,The Designer Boutique,60.0,SKU3043,2024-08-11 16:27:33.082547
64,3,Marksman Stainless Steel Strong Force Slingshot Release Device  Spreader  Catapult Trigger  DIY Slingshot Accessory (Sling...,sports & fitness,All Sports  Fitness & Outdoors,41.99,SKU5551,2024-08-11 16:27:33.122436
65,91,HOPz Wall Mounted cereal dispenser for kitchen 6 Grid Dry Food Dispenser Space Saving Storage Containers for Cereal  Rice ...,home & kitchen,Kitchen Storage & Containers,47.98,SKU4304,2024-08-11 16:27:33.153325
66,3,Amazon Brand - Solimo Microfibre Reversible Comforter  Double (Subtle Beige & Walnut Brown  200 GSM),home & kitchen,All Home & Kitchen,36.0,SKU3376,2024-08-11 16:27:33.182271
67,87,Water Bottle Unicorn Print for girls (Pink Unicorn Water Bottle),home & kitchen,Kitchen Storage & Containers,10.79,SKU6013,2024-08-11 16:27:33.205212
68,43,GION Portable Waterproof Foldable Travel Handbag Pouch Lightweight Clothes Organizer Storage for Luggage  Outdoor  Campin...,bags & luggage,Travel Duffles,8.39,SKU2707,2024-08-11 16:27:33.237115
69,97,Aveeno Baby Daily Moisturising Lotion for Delicate Skin (227g),toys & baby products,Baby Products,13.79,SKU7616,2024-08-11 16:27:33.264057
70,80,BOSCH 6.5 kg Fully Automatic Front Load Black  Silver (WLJ2006DIN),appliances,Washing Machines,N/A,SKU4032,2024-08-11 16:27:33.301954
71,43,Nike Little Girls Tempo Shorts (6X Little Kids  Vivid Pink/Volt),kids' fashion,Kids' Clothing,92.87,SKU2511,2024-08-11 16:27:33.340850
72,53,ARIEL Cotton Clothing Sets for Baby Boys & girls - Unisex Clothing sets Full Sleeve T-shirt & Pant,kids' fashion,Kids' Clothing,4.79,SKU8488,2024-08-11 16:27:33.388722
73,52,Healthy Wealthy Fox Nuts (Phool Makhana)  lotus seeds (200 grams),grocery & gourmet foods,Snack Foods,4.79,SKU4379,2024-08-11 16:27:33.412665
74,57,HTC Temprature Probe TP-01 With Warranty Of One Years,industrial supplies,Test  Measure & Inspect,5.4,SKU1169,2024-08-11 16:27:33.436583
75,83,WorldCare® 100M Fishing Lines PE Braid 4 Stands 12LB-70LB Multifilament Angling Accessories FishingCord : Dark Grey  2.5,bags & luggage,Rucksacks,46.55,SKU8685,2024-08-11 16:27:33.475491
76,14,INDYDUKAAN 20g Make-up Foundation Moisturizing BB Cream Spots Concealer Natural Color,beauty & health,Luxury Beauty,39.89,SKU8019,2024-08-11 16:27:33.500423
77,17,AONES Pack of 2 Magnetic Loop Watch Strap Compatible for Fossil Q Marshal Gen 2 Watch Strap Black  Gold,kids' fashion,Kids' Watches,11.88,SKU9275,2024-08-11 16:27:33.534333
78,10,Grizzly Bench Scraper Chopper Stainless Steel Kitchen Food Scraper Icing Smoother Blade with Scale Cutting Knife. (S Steel),home & kitchen,All Home & Kitchen,3.59,SKU7231,2024-08-11 16:27:33.558269
79,23,Planet Wear girls Planet Wear Girl Kids Antique Golden Superstar With Bow Ballerina Bellies 35 Euro Size Bellies for 9 Yea...,kids' fashion,Kids' Shoes,12.23,SKU9114,2024-08-11 16:27:33.593183
80,71,Sparx Men's Sf0037g Slippers,stores,Amazon Fashion,5.99,SKU3003,2024-08-11 16:27:33.655406
81,39,Tech TrendZ PROFFIX 12v AC DC Electric Car High Pressure Washer Kit (Without Carry Case),home & kitchen,Garden & Outdoors,59.99,SKU9255,2024-08-11 16:27:33.683360
82,3,VERYMISS Liquid Lipstick 26 Nude Pink (Matte),beauty & health,Make-up,3.3,SKU5053,2024-08-11 16:27:33.733222
83,14,HONEYBELL women's self design casual jacket(Black),women's clothing,Western Wear,41.99,SKU7182,2024-08-11 16:27:33.999619
84,64,Hi-Choice 1200 mm high speed fans Ceiling Fan for home living room bedroom without remote control (White),appliances,Heating & Cooling Appliances,31.19,SKU3320,2024-08-11 16:27:34.187117
85,31,Bharat Sales Girl's Silk Semi-stitched Lehenga Choli,kids' fashion,Kids' Fashion,28.79,SKU1053,2024-08-11 16:27:34.233001
86,35,GOODWISH Women's Net Embroidered Semi-Stitched Lehenga Choli(Yellow-Semi Stitched),women's clothing,Ethnic Wear,35.99,SKU2289,2024-08-11 16:27:34.504275
87,3,MRF Mogrip Meteor 100/90-17 55P Tubeless Bike Tyre  Rear,car & motorbike,All Car & Motorbike Products,47.08,SKU1567,2024-08-11 16:27:34.549508
88,28,M.A & SONS Quality Brunton Compass with Leather Case- black,industrial supplies,Test  Measure & Inspect,36.72,SKU4224,2024-08-11 16:27:34.597050
89,21,Mat Finished Leather Black Color Men's Wallet Purse with Better organised and Compact Design,bags & luggage,Wallets,9.59,SKU4471,2024-08-11 16:27:34.671210
90,97,Malabar Gold & Diamonds 24k (999) Rose 1 gm Yellow Gold Coin,kids' fashion,Kids' Fashion,83.51,SKU7502,2024-08-11 16:27:34.740959
91,32,Allure Auto® (High-ABS) Golden Red Car Engine Start Stop Switch Lambo Style Button Cover Decorative Auto Accessories Push ...,car & motorbike,Car Parts,8.39,SKU9539,2024-08-11 16:27:34.780850
92,79,crocs Women's Chai Sliders-W4 (206921-212),women's shoes,Fashion Sandals,29.94,SKU9855,2024-08-11 16:27:34.828703
93,64,APPEWE Cotton Full Length Camisole for Women - Long Innerwear Petticoat - Plus Size Nighty - Kurti Slip - Suit Slip - Pack...,women's clothing,Lingerie & Nightwear,N/A,SKU9903,2024-08-11 16:27:35.107947
94,21,Outgeek 2PCS Pumice Cleaning Stone Toilet Bowl Ring Remover Pumice Stone Cleaner Toilet Bowl Brush,industrial supplies,Janitorial & Sanitation Supplies,28.79,SKU5478,2024-08-11 16:27:35.139862
95,6,Cameleon 5d Wet Eyeshadow in Tan Gold,beauty & health,Make-up,3.59,SKU6131,2024-08-11 16:27:35.187761
96,38,TCL 126 cm (50 inches) 4K Ultra HD Certified Android Smart LED TV 50P615 (Black),tv  audio & cameras,Televisions,755.88,SKU7478,2024-08-11 16:27:35.206713
97,92,OCEAN STAR TECHNOLOGIES 2 Bottom Connection Pressure Gauge - 0 To 21 Kg/Cm,industrial supplies,Test  Measure & Inspect,8.4,SKU6879,2024-08-11 16:27:35.230649
98,35,BabyGo Cushioned Potty Seat  Toilet Seat with Handle for Kids (Blue),toys & baby products,Baby Products,6.54,SKU4818,2024-08-11 16:27:35.255596
99,36,Johnson's Baby Bath Top To Toe Baby Bath For New Born Combo Offer Pack  2 x 500ml,toys & baby products,Baby Bath  Skin & Grooming,9.59,SKU9485,2024-08-11 16:27:35.284503
100,38,CuTech WI-FI Wireless Home Security Camera CCTV Surveillance Camera-3.6Mm-Ntsc-Single Camera Full HD 1080P Live Streaming ...,tv  audio & cameras,Security Cameras,59.99,SKU5710,2024-08-11 16:27:35.438093
101,75,Kannavarai Tea Estate 250 Grams (Pack of 8),grocery & gourmet foods,Coffee  Tea & Beverages,9.6,SKU1401,2024-08-11 16:27:35.484942
102,71,GreyWings Round Hanging Light Shade  White (Without Bulb Aluminium) - Pack of 4,home & kitchen,Indoor Lighting,23.99,SKU8389,2024-08-11 16:27:35.524843
103,79,Urban Joy 500 GMS Stearic Acid/Wax hardner  give Hardness and Increase Burning Hours of The Candles for Candle Making  DIY...,home & kitchen,Sewing & Craft Supplies,7.19,SKU8935,2024-08-11 16:27:35.566750
104,69,Cort Acoustic Guitar AD810 Right Handed Guitar With Padded Bag  Belt  Plectrums Complete Pack. (SSB),music,Musical Instruments & Professional Audio,143.99,SKU5642,2024-08-11 16:27:35.608639
105,64,QUALCOSA KITCHEN Set of 6 Each- Orange Duster and Floor Duster and Kitchen Duster Wet Dry Cotton Cleaning Cloth Size 18x18...,industrial supplies,Janitorial & Sanitation Supplies,11.99,SKU4691,2024-08-11 16:27:35.640552
106,90,Allimity RM-GA025 Remote Control Replacement for Sony Bravia LCD TVs KLV-24P422B KLV-24P412B KLV-22P402B KLV24P422B KLV24P...,tv  audio & cameras,Home Entertainment Systems,7.19,SKU9827,2024-08-11 16:27:35.853954
107,89,Eyeoo UV Protected Aviator Unisex Sunglasses - (122|55 mm|Purple Lens),accessories,Sunglasses,N/A,SKU6508,2024-08-11 16:27:35.893872
108,75,Health Veda Organics Plant Based Eye Care with Lutemax 2020 I 60 Veg Tablets I Protects from Blue Light & Improves Vision ...,beauty & health,Diet & Nutrition,11.99,SKU2660,2024-08-11 16:27:35.928751
109,49,High Top Body Energy Boost Power Body Strength Body Stamina Medicine Flavor Vanilla Pack of 1,beauty & health,Diet & Nutrition,23.99,SKU3892,2024-08-11 16:27:35.963661
110,98,Amazon Brand - Symbol Men's Solid Slim Fit Full Sleeve Formal Shirt,men's clothing,Shirts,15.59,SKU5822,2024-08-11 16:27:36.298791
111,43,Jackson Serviettes Soft 3 Ply Designer Face Tissue Packet_06-20 pcs (Pack of 6),beauty & health,Household Supplies,7.2,SKU5020,2024-08-11 16:27:36.354615
112,19,VNH Sports Pair of 2.5Kg (2.5Kg X 2) Rubber Dumbbell,sports & fitness,Strength Training,20.39,SKU6192,2024-08-11 16:27:36.417476
113,85,Miwings Mini Drive LED Auxiliary Spot Fog Lights 60W Amber and White Projector High/Low Beam 1.3''  Motorcycle Lights Head...,car & motorbike,All Car & Motorbike Products,N/A,SKU9768,2024-08-11 16:27:36.458369
114,79,Campus Tower Men's Running Shoes,men's shoes,Sports Shoes,17.99,SKU3076,2024-08-11 16:27:36.919264
115,10,Yonex GR 303i Black Aluminium Badminton Racquet with Full Cover(Made in India) & Yonex Mavis 200i Nylon Shuttle Cock  Pack...,sports & fitness,Badminton,14.7,SKU9044,2024-08-11 16:27:36.954140
116,28,CHARM N CHERISH Boy's Cotton Briefs Sunday Monday and Dino Family Weekday Printed/Multicolor/Innerwear,kids' fashion,Kids' Fashion,14.39,SKU1482,2024-08-11 16:27:37.020476
117,79,YouBella Jewellery Earrings for Women Afghani Oxidised Silver Jhumka earrings for Girls and Women,stores,Amazon Fashion,19.19,SKU4795,2024-08-11 16:27:37.075329
118,74,ARGLabs Digital Turbidity Meter  15X4X4 Cm,industrial supplies,Test  Measure & Inspect,50.4,SKU5533,2024-08-11 16:27:37.123406
119,29,DENMYRA Tummy trimmer Double spring and combo pack like ab rolle  Tummy twister  sweat belt  skipping rope  tonning tube p...,sports & fitness,Fitness Accessories,11.99,SKU7670,2024-08-11 16:27:37.166291
120,60,AONES Pack of 3 Magnetic Loop Watch Strap Compatible for Oneplus Watch Cobalt Watch Strap Black  Gold  Silver,kids' fashion,Kids' Watches,19.08,SKU1517,2024-08-11 16:27:37.216259
121,37,FLOOJO Multicolor Women's Flat Mules,women's shoes,Ballerinas,11.99,SKU9626,2024-08-11 16:27:37.263137
122,63,DeLegarde ® Plastic Round Containers Boxes for Small Parts Storage (Small  Semi Transparent  10ml )-Pack of 12,home & kitchen,Kitchen Storage & Containers,2.39,SKU1306,2024-08-11 16:27:37.300530
123,46,MRB Men's Regular Fit Poly Cotton Trackpants (TRENDY TRACK PANT (CUP)(38)1 BL.MELANGE_Charcoal Grey_38),sports & fitness,Football,7.19,SKU7055,2024-08-11 16:27:37.340392
124,7,AFH Black Sport Racing Long Fabric Black Clothing Key Chain for Men and Women,bags & luggage,Travel Accessories,5.99,SKU1093,2024-08-11 16:27:37.401524
125,95,Antonio Banderas Spirit for Women Deodorant Spray 150ML,beauty & health,Luxury Beauty,5.88,SKU4930,2024-08-11 16:27:37.438427
126,7,O3+ Radiant Day Cream SPF 30 | For Glowing  Even Skin Tone | Moisturises & Protects All Skin Types 50g,beauty & health,Beauty & Grooming,12.6,SKU2559,2024-08-11 16:27:37.520233
127,74,Giordano Women's Wallet,stores,Fashion Sales & Deals,30.0,SKU6588,2024-08-11 16:27:37.532201
128,90,INDIAHUNK Multifunction Timing Plank Trainer  Plank Trainer with Timer  Chest Muscle Waist and Abdomen Training Equipment ...,sports & fitness,Cardio Equipment,59.99,SKU1832,2024-08-11 16:27:37.554143
129,7,Payflip Big Bottle Shelf (Middle Rack) For Videocon (Jerry Series - 240 Ltr) Double Door Refrigerators Fridge Door Shelf,appliances,Refrigerators,11.82,SKU7344,2024-08-11 16:27:37.629941
130,13,Women Stylish Sandal-284,women's shoes,Fashion Sandals,27.59,SKU3359,2024-08-11 16:27:37.690809
131,51,RodZen Woolen Winter Beanie Hat Cap for Women (1 Piece Set),sports & fitness,Running,17.99,SKU9348,2024-08-11 16:27:37.721695
132,11,Kinger 6.8 Kg 5 Star Rating Semi Automatic Top Loading Washing Machine (Burgundy  White),appliances,Washing Machines,227.99,SKU5433,2024-08-11 16:27:37.764608
133,24,Aptechdeals TDS Meter/Digital Tds Meter with Temperature And Water Quality Measurement For Ro Purifier (TDS EC),industrial supplies,Test  Measure & Inspect,3.66,SKU4766,2024-08-11 16:27:37.812488
134,89,TAH - Aquarium Top Filter for Fresh and Salt Water Fish Tank - SOBO Top Filter with Sponge Media WP1880F (Power : 20W | Ou...,pet supplies,All Pet Supplies,12.6,SKU8105,2024-08-11 16:27:37.842403
135,42,High Trusted® Leather Unisex Card Holder  Credit/Debit Card Zipper Holder Wallet (Multi-Color),accessories,Bags & Luggage,16.79,SKU5866,2024-08-11 16:27:38.251306
136,17,Amazon Brand - Solimo Quilted Jewellery Kit  Pink,home & kitchen,Home Storage,7.2,SKU7604,2024-08-11 16:27:38.290174
137,8,Stylista Washing Machine Cover Compatible for LG 6.5 kg Fully Automatic Top Load T7581NDDLG Water & Dust Proof,appliances,All Appliances,11.99,SKU9458,2024-08-11 16:27:38.493633
138,20,Skillofun Plastic Beads Set (50 beads)  Multi Color,toys & baby products,STEM Toys Store,3.66,SKU1341,2024-08-11 16:27:38.500642
139,6,Pampy Angel Cute Deers Women's Flip Flops Slides Back Open Household Comfortable Slippers,women's shoes,Shoes,9.59,SKU6974,2024-08-11 16:27:38.547515
140,12,Ilsha® 2-in-1 Rechargeable - Cycle Light (3 Modes) Cycle Light and Horn/Cycle Lights Rechargeable Waterproof (140 dB) Cycl...,sports & fitness,Cycling,7.2,SKU7895,2024-08-11 16:27:38.579401
141,71,SS Custom Full Sleeve Cricket T-Shirt (White) - Large,sports & fitness,Cricket,7.32,SKU9745,2024-08-11 16:27:38.614336
142,64,Ratfire Casual School College Bag  Backpack & Handbag for Girls (Multi Color) (Grey),stores,Amazon Fashion,14.39,SKU2910,2024-08-11 16:27:38.674148
143,51,The Clownfish Casey Series 14 inch Laptop Bag for Women Printed Handicraft Fabric & Faux Leather Office Bag Briefcase Hand...,accessories,Bags & Luggage,46.79,SKU7580,2024-08-11 16:27:39.071800
144,12,Nanoray Light 18i Graphite Badminton Racquet Set of 5,sports & fitness,Badminton,N/A,SKU6763,2024-08-11 16:27:39.109673
145,21,MCP Healthcare Digital Mini Portable Refrigerator Thermometer   Sensor  Outdoor & Indoor  LCD Display Refrigerator Thermom...,industrial supplies,Lab & Scientific,7.19,SKU5116,2024-08-11 16:27:39.144581
146,28,VAGON Women's 1 Pair of Footwear,kids' fashion,Kids' Shoes,17.99,SKU6816,2024-08-11 16:27:39.196023
147,60,Opticalskart ᵀᴹ Sunglasses Combo with Jockey Women's Cotton Bikinis (Pack of 4) (Colors May Vary),accessories,Sunglasses,14.76,SKU8397,2024-08-11 16:27:39.239905
148,61,(Renewed) HUL Pureit Advanced Pro Mineral RO+UV 6 Stage Wall Mounted Counter top Black 7L Water Purifier,home  kitchen  pets,Refurbished & Open Box,111.48,SKU4785,2024-08-11 16:27:39.246877
149,35,little PANDA Kids Unisex Soft Hosiery Cotton Panties  Multi-Colored (Pack of 6)(2-3 Years) Multicolour,kids' fashion,Baby Fashion,14.39,SKU7125,2024-08-11 16:27:39.293753
150,10,SPIEx-cell Excell loomtex Presents Diamond_Sofa Cover of Exclusive Royal Look Velvet Sofa Cover Set of Heavy Fabric 500 TC...,home & kitchen,Home Furnishing,15.59,SKU3451,2024-08-11 16:27:39.331653
151,85,Berries And Nuts Plain Pista Pouch  500 g,grocery & gourmet foods,Snack Foods,13.2,SKU1021,2024-08-11 16:27:39.368553
152,17,Eryue Baby Monitor Mount Baby Camera Holder Baby Camera Stand for Crib Nursery Compatible with VAVA Baby Monitor 720P,toys & baby products,Strollers & Prams,28.8,SKU8912,2024-08-11 16:27:39.392495
153,90,Signoraware Modern Lightweight Dustbin for Home and Office 12Ltr  Blue,home & kitchen,Home Storage,11.99,SKU9155,2024-08-11 16:27:39.425403
154,82,FASTPED®Oval Tail Light Kit Waterproof 5 LED Bike Headlight Front Flashlight LED Tail Light Rear Light Bicycle Light Cycli...,sports & fitness,Cycling,7.19,SKU4923,2024-08-11 16:27:39.458317
